"TBLID","ORDER","Column heading for transposed file","LINE_TYPE","indent","Description","Census variable codes",,
"S10715A",36,"T15Aest.36","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND number of bedrooms is 2","BDS=2",,"BDS<=1"
"S10715A",37,"T15Aest.37","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND number of bedrooms is 3 or more","BDS>2",,"BDS=2"
"S10715A",38,"T15Aest.38","S",3,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND household income is greater than 80% but less than or equal to 95% of HAMFI","HUD80=0 AND HUD95=1",,"BDS>2"
"S10715A",39,"T15Aest.39","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND number of bedrooms is 0 or 1","BDS<=1",,"HUD95=0"
"S10715A",40,"T15Aest.40","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND number of bedrooms is 2","BDS=2",,"BDS<=1"
"S10715A",41,"T15Aest.41","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND number of bedrooms is 3 or more","BDS>2",,"BDS=2"
"S10715A",42,"T15Aest.42","S",3,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND household income is greater than 95% of HAMFI","HUD95=0",,"BDS>2"
"S10715A",43,"T15Aest.43","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND household income is greater than 95% of HAMFI; AND number of bedrooms is 0 or 1","BDS<=1",,"VHUD100=0"
"S10715A",44,"T15Aest.44","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND household income is greater than 95% of HAMFI; AND number of bedrooms is 2","BDS=2",,"HUD30=1"
"S10715A",45,"T15Aest.45","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND household income is greater than 95% of HAMFI; AND number of bedrooms is 3 or more","BDS>2",,"BDS<=1"
"S10715A",46,"T15Aest.46","S",2,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100","VHUD80=0 AND VHUD100=1",,"BDS=2"
"S10715A",47,"T15Aest.47","S",3,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND household income is less than or equal to 30% of HAMFI","HUD30=1",,"BDS>2"
"S10715A",48,"T15Aest.48","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND household income is less than or equal to 30% of HAMFI; AND number of bedrooms is 0 or 1","BDS<=1",,"HUD30=0 AND HUD50=1"
"S10715A",49,"T15Aest.49","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND household income is less than or equal to 30% of HAMFI; AND number of bedrooms is 2","BDS=2",,"BDS<=1"
"S10715A",50,"T15Aest.50","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND household income is less than or equal to 30% of HAMFI; AND number of bedrooms is 3 or more","BDS>2",,"BDS=2"
"S10715A",51,"T15Aest.51","S",3,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND household income is greater than 30% but less than or equal to 50% of HAMFI","HUD30=0 AND HUD50=1",,"BDS>2"
"S10715A",52,"T15Aest.52","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND number of bedrooms is 0 or 1","BDS<=1",,"HUD50=0 AND HUD80=1"
"S10715A",53,"T15Aest.53","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND number of bedrooms is 2","BDS=2",,"BDS<=1"
"S10715A",54,"T15Aest.54","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND number of bedrooms is 3 or more","BDS>2",,"BDS=2"
"S10715A",55,"T15Aest.55","S",3,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND household income is greater than 50% but less than or equal to 80% of HAMFI","HUD50=0 AND HUD80=1",,"BDS>2"
"S10715A",56,"T15Aest.56","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND number of bedrooms is 0 or 1","BDS<=1",,"HUD80=0 AND HUD95=1"
"S10715A",57,"T15Aest.57","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND number of bedrooms is 2","BDS=2",,"BDS<=1"
"S10715A",58,"T15Aest.58","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND number of bedrooms is 3 or more","BDS>2",,"BDS=2"
"S10715A",59,"T15Aest.59","S",3,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND household income is greater than 80% but less than or equal to 95% of HAMFI","HUD80=0 AND HUD95=1",,"BDS>2"
"S10715A",60,"T15Aest.60","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND number of bedrooms is 0 or 1","BDS<=1",,"HUD95=0"
"S10715A",61,"T15Aest.61","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND number of bedrooms is 2","BDS=2",,"BDS<=1"
"S10715A",62,"T15Aest.62","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND number of bedrooms is 3 or more","BDS>2",,"BDS=2"
"S10715A",63,"T15Aest.63","S",3,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND household income is greater than 95% of HAMFI","HUD95=0",,"BDS>2"
"S10715A",64,"T15Aest.64","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND household income is greater than 95% of HAMFI; AND number of bedrooms is 0 or 1","BDS<=1",,
"S10715A",65,"T15Aest.65","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND household income is greater than 95% of HAMFI; AND number of bedrooms is 2","BDS=2",,"87 cells"
"S10715A",66,"T15Aest.66","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND household income is greater than 95% of HAMFI; AND number of bedrooms is 3 or more","BDS>2",,"U1278"
"S10715A",67,"T15Aest.67","S",2,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD100","VHUD100=0",,
"S10715A",68,"T15Aest.68","S",3,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND household income is less than or equal to 30% of HAMFI","HUD30=1",,"PLM=2 OR KIT=2"
"S10715A",69,"T15Aest.69","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND household income is less than or equal to 30% of HAMFI; AND number of bedrooms is 0 or 1","BDS<=1",,"PLM=1 AND KIT=1"
"S10715A",70,"T15Aest.70","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND household income is less than or equal to 30% of HAMFI; AND number of bedrooms is 2","BDS=2",,"VHUD50=1"
"S10715A",71,"T15Aest.71","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND household income is less than or equal to 30% of HAMFI; AND number of bedrooms is 3 or more","BDS>2",,"HUD30=1"
"S10715A",72,"T15Aest.72","S",3,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND household income is greater than 30% but less than or equal to 50% of HAMFI","HUD30=0 AND HUD50=1",,"BDS<=1"
"S10715A",73,"T15Aest.73","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND number of bedrooms is 0 or 1","BDS<=1",,"BDS=2"
"S10715A",74,"T15Aest.74","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND number of bedrooms is 2","BDS=2",,"BDS>2"
"S10715A",75,"T15Aest.75","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND number of bedrooms is 3 or more","BDS>2",,"HUD30=0 AND HUD50=1"
"S10715A",76,"T15Aest.76","S",3,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND household income is greater than 50% but less than or equal to 80% of HAMFI","HUD50=0 AND HUD80=1",,"BDS<=1"
"S10715A",77,"T15Aest.77","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND number of bedrooms is 0 or 1","BDS<=1",,"BDS=2"
"S10715A",78,"T15Aest.78","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND number of bedrooms is 2","BDS=2",,"BDS>2"
"S10715A",79,"T15Aest.79","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND number of bedrooms is 3 or more","BDS>2",,"HUD50=0 AND HUD80=1"
"S10715A",80,"T15Aest.80","S",3,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND household income is greater than 80% but less than or equal to 95% of HAMFI","HUD80=0 AND HUD95=1",,"BDS<=1"
"S10715A",81,"T15Aest.81","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND number of bedrooms is 0 or 1","BDS<=1",,"BDS=2"
"S10715A",82,"T15Aest.82","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND number of bedrooms is 2","BDS=2",,"BDS>2"
"S10715A",83,"T15Aest.83","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND number of bedrooms is 3 or more","BDS>2",,"HUD80=0 AND HUD95=1"
"S10715A",84,"T15Aest.84","S",3,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND household income is greater than 95% of HAMFI","HUD95=0",,"BDS<=1"
"S10715A",85,"T15Aest.85","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND household income is greater than 95% of HAMFI; AND number of bedrooms is 0 or 1","BDS<=1",,"BDS=2"
"S10715A",86,"T15Aest.86","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND household income is greater than 95% of HAMFI; AND number of bedrooms is 2","BDS=2",,"BDS>2"
"S10715A",87,"T15Aest.87","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND household income is greater than 95% of HAMFI; AND number of bedrooms is 3 or more","BDS>2",,"HUD95=0"
"S10715B",1,"T15Best.1","T",0,"Total: Owner occupied housing units with no mortgage balance",,,"BDS<=1"
